alias,code,name,version,useInEditor,hero,item,sort,race,checkDep,levels,reqLevel,levelSkip,priority,targs1,Cast1,Dur1,HeroDur1,Cool1,Cost1,Area1,Rng1,DataA1,DataB1,DataC1,DataD1,DataE1,DataF1,DataG1,DataH1,DataI1,UnitID1,BuffID1,EfctID1,targs2,Cast2,Dur2,HeroDur2,Cool2,Cost2,Area2,Rng2,DataA2,DataB2,DataC2,DataD2,DataE2,DataF2,DataG2,DataH2,DataI2,UnitID2,BuffID2,EfctID2,targs3,Cast3,Dur3,HeroDur3,Cool3,Cost3,Area3,Rng3,DataA3,DataB3,DataC3,DataD3,DataE3,DataF3,DataG3,DataH3,DataI3,UnitID3,BuffID3,EfctID3,targs4,Cast4,Dur4,HeroDur4,Cool4,Cost4,Area4,Rng4,DataA4,DataB4,DataC4,DataD4,DataE4,DataF4,DataG4,DataH4,DataI4,UnitID4,BuffID4,EfctID4,InBeta
AIdn,AIfb,Shadow Orb Ability,1,1,0,1,item,other,0,1,0,0,0,"ground,air,ward",0,0,0,0,0,0,-,0,-,-,-,2,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,0
AIfb,AIfb,Orb of Fire,0,1,0,1,item,other,0,1,0,0,0,"ground,air,ward",0,0,0,0,0,140,-,5,-,-,-,2,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIgd,AIfb,Orb of Guldan,1,1,0,1,item,other,0,1,0,0,0,"ground,air,ward",0,0,0,0,0,140,-,6,-,-,-,2,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,0
AIzb,AIzb,Orb of Freezing,0,1,0,1,item,other,0,1,0,0,0,"ground,air,ward",0,0,0,0,0,-,-,9,-,-,-,2,-,-,-,-,,Bfre,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIob,AIob,Orb of Frost,0,1,0,1,item,other,0,1,0,0,0,"ground,air,ward",0,3,1,0,0,-,-,6,-,-,-,2,-,-,-,-,,Bfro,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIll,AIsb,Orb of Lightning,0,1,0,1,item,other,0,1,0,0,0,"ground,air,ward",0,0,0,0,0,-,-,5,35,10,35,2,-,-,-,-,AIpg,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIlb,AIlb,Orb of Lightning(old),0,1,0,1,item,other,0,1,0,0,0,"ground,air,ward",0,0,0,0,0,-,-,6,-,-,-,2,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIsb,AIsb,Orb of Spells,1,1,0,1,item,other,0,1,0,0,0,"ground,air,ward",0,0,0,0,0,-,-,6,15,5,35,2,-,-,-,-,AIos,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIpb,AIpb,Orb of Venom,1,1,0,1,item,other,0,1,0,0,0,"ground,air,organic",0,0,0,0,0,-,-,5,-,-,-,2,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Apo2,Apo2,Orb of Venom (Poison Attack),1,1,0,1,item,other,0,1,0,0,0,"ground,air,organic",0,6,6,0,0,-,-,9,0,0,1,-,-,-,-,-,,"BIpb,BIpd",,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AInd,ACad,"Animate Dead (item, special)",1,1,0,1,item,other,0,1,0,0,0,"air,ground,dead",0,60,60,90,0,900,400,1,0,0,-,-,-,-,-,-,,BUan,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,0
Arel,Arel,Regen Life,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,2,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Arll,Arel,Regen Life,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,1,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIsi,AIsi,SightBonus          ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,500,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIos,Aslo,Slow,0,1,0,1,item,other,0,1,0,0,0,"ground,air,ward",0,60,20,0,0,-,700,0.6,0.25,-,-,-,-,-,-,-,,Bslo,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIso,AIso,SoulTrap            ,0,1,0,1,item,other,0,1,0,0,0,"enemy,hero",0,0,0,0,0,-,500,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Asou,Asou,SoulPossession,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,BIsv,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIcf,AIcf,ItemCloakOfFlames,0,1,0,1,item,other,0,1,0,0,0,"ground,enemy,neutral",0,1,1,0,0,160,-,10,0,0,-,-,-,-,-,-,,BIcf,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIco,AIco,ItemCommand         ,0,1,0,1,item,other,0,1,0,0,0,"air,ground,nonhero,enemy,neutral",0,0,0,0,0,-,750,5,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIdm,AIdm,ItemDamageAoe       ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIda,AIda,ItemDefenseAoe      ,0,1,0,1,item,other,0,1,0,0,0,"ground,air,friend,self,invu,vuln",0,30,30,0,0,600,250,2,0,0,-,-,-,-,-,-,,Bdef,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIdb,AIda,ItemDefenseAoe (+ Healing),0,1,0,1,item,other,0,1,0,0,0,"ground,air,friend,self,invu,vuln",0,30,30,0,0,600,250,2,150,100,-,-,-,-,-,-,,Bdef,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIta,AIta,ItemDetectAoe       ,0,1,0,1,item,other,0,1,0,0,0,_,0,10,10,60,0,900,99999,3,-,-,-,-,-,-,-,-,,Bdet,Xbdt,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIdi,AIdi,ItemDispelAoe       ,0,1,0,1,item,other,0,1,0,0,0,"air,ground,ward,invu,vuln,tree",0,0,0,0,0,200,500,0,200,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIds,AIdi,ItemDispelAoeWithCooldown,0,1,0,1,item,other,0,1,0,0,0,"air,ground,ward,invu,vuln,tree",0,0,0,7.5,0,200,500,0,200,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
APdi,AIdi,PowerupDispelAoe       ,0,1,0,1,item,other,0,1,0,0,0,"air,ground,ward,invu,vuln,tree",0,0,0,0,0,800,500,0,250,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIh1,AIhe,ItemHeal (Lesser),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,20,0,-,100,250,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIh2,AIhe,ItemHeal (Greater),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,40,0,-,100,500,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIh3,AIhe,ItemHeal (Least),1,1,0,1,item,other,0,1,0,0,0,_,0,0,0,60,0,-,100,250,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIha,AIha,ItemHealAoe         ,0,1,0,1,item,other,0,1,0,0,0,"ground,air,friend,self,organic,vuln,invu",0,0,0,25,0,600,250,150,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIhb,AIha,ItemHealAoeGreater,0,1,0,1,item,other,0,1,0,0,0,"ground,air,friend,self,organic,vuln,invu",0,0,0,0,0,600,250,250,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
APh1,AIha,PowerupHealAoeLesser,0,1,0,1,item,other,0,1,0,0,0,"ground,air,friend,self,organic,vuln,invu",0,0,0,0,0,800,250,125,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
APh2,AIha,PowerupHealAoe,0,1,0,1,item,other,0,1,0,0,0,"ground,air,friend,self,organic,vuln,invu",0,0,0,0,0,800,250,250,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
APh3,AIha,PowerupHealAoeGreater,0,1,0,1,item,other,0,1,0,0,0,"ground,air,friend,self,organic,vuln,invu",0,0,0,0,0,800,250,400,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIhw,Ahwd,Healing Ward,0,1,0,1,item,other,0,1,0,0,0,_,0,30,30,0,0,-,500,-,-,-,-,-,-,-,-,-,ohwd,Bhwd,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIsw,Aeye,Sentry Ward,0,1,0,1,item,other,0,1,0,0,0,_,0,300,300,0,0,-,500,-,-,-,-,-,-,-,-,-,oeye,Beye,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIil,AIil,ItemIllusion        ,0,1,0,1,item,other,0,1,0,0,0,"ground,air,friend,self",0,60,60,0,0,200,500,0,2,-,-,-,-,-,-,-,,BIil,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIv1,AIvi,ItemInvis (Lesser),0,1,0,1,item,other,0,1,0,0,0,_,0,120,120,0,0,-,-,-,-,-,-,-,-,-,-,-,,Binv,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIv2,AIvi,ItemInvis (Greater),0,1,0,1,item,other,0,1,0,0,0,_,0,180,180,0,0,-,-,-,-,-,-,-,-,-,-,-,,Binv,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIvu,AIvu,ItemInvul           ,0,1,0,1,item,other,0,1,0,0,0,"vuln,invu",0,15,15,45,0,-,-,-,-,-,-,-,-,-,-,-,,Bvul,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIvl,AIvu,ItemInvul           ,0,1,0,1,item,other,0,1,0,0,0,"vuln,invu",0,7,7,45,0,-,-,-,-,-,-,-,-,-,-,-,,Bvul,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIm1,AIma,ItemManaRestore (Lesser),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,20,0,-,100,150,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIm2,AIma,ItemManaRestore (Greater),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,40,0,-,100,300,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AImr,AImr,ItemManaRestoreAoe  ,0,1,0,1,item,other,0,1,0,0,0,"ground,air,friend,self,organic,vuln,invu",0,0,0,0,0,600,250,100,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
APmr,AImr,RuneManaRestoreAoe,0,1,0,1,item,other,0,1,0,0,0,"ground,air,friend,self,organic,vuln,invu",0,0,0,0,0,1200,1200,125,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
APmg,AImr,RuneManaRestoreGreaterAoe,0,1,0,1,item,other,0,1,0,0,0,"ground,air,friend,self,organic,vuln,invu",0,0,0,0,0,1200,1200,300,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIpm,AIpm,ItemPlaceMine       ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,200,100,-,-,-,-,-,-,-,-,-,nglm,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIrt,AIrt,ItemRecall,0,1,0,1,item,other,0,1,0,0,0,"ground,air,player,vuln,invu,nonancient",0,0,0,0,0,700,99999,12,1,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIrm,AIrm,ItemRegenMana       ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,0.5,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIrn,AIrm,ItemRegenMana lesser,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,0.25,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIrc,AIrc,ItemReincarnation   ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,7,500,-1,-,-,-,-,-,-,,,XOre,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIre,AIre,ItemRestore         ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,40,0,-,100,500,200,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIra,AIra,ItemRestoreAoe      ,0,1,0,1,item,other,0,1,0,0,0,"ground,air,friend,self,organic,vuln,invu",0,0,0,40,0,600,250,300,150,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
APra,AIra,RuneRestoreAoe,0,1,0,1,item,other,0,1,0,0,0,"ground,air,friend,self,organic,vuln,invu",0,0,0,40,0,1200,250,300,150,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIsp,AIsp,ItemSpeed,0,1,0,1,item,other,0,1,0,0,0,_,0,45,45,0,0,-,-,0.6,-,-,-,-,-,-,-,-,,Bspe,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIsa,AIsa,ItemSpeedAoe,0,1,0,1,item,other,0,1,0,0,0,"air,ground,friend,self,vuln,invu",0,10,10,60,0,600,-,2,-,-,-,-,-,-,-,-,,Bspe,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
APsa,AIsa,RuneSpeedAoe,0,1,0,1,item,other,0,1,0,0,0,"air,ground,friend,self,vuln,invu",0,60,60,60,0,1200,-,2,-,-,-,-,-,-,-,-,,Bspe,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AItp,AItp,ItemTownPortal      ,0,1,0,1,item,other,0,1,0,0,0,"structure,vuln,invu",5,0,0,0,0,1100,99999,90,1,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIad,AHad,ItemAuraDevotion,0,1,0,1,item,other,0,1,0,0,0,"air,ground,friend,self,vuln,invu",0,0,0,0,0,900,-,1,0,-,-,-,-,-,-,-,,BHad,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIcd,AOac,ItemAuraCommand,0,1,0,1,item,other,0,1,0,0,0,"air,ground,friend,self,vuln,invu",0,0,0,0,0,900,-,0.1,1,1,0,-,-,-,-,-,,BOac,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIba,AHab,ItemAuraBrilliance,0,1,0,1,item,other,0,1,0,0,0,"air,ground,friend,self,vuln,invu",0,0,0,0,0,900,-,0.75,0,-,-,-,-,-,-,-,,BHab,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIav,AUav,ItemAuraVampiric,0,1,0,1,item,other,0,1,0,0,0,"air,ground,friend,self,vuln,invu,organic",0,0,0,0,0,900,-,0.15,-,-,-,-,-,-,-,-,,BUav,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIar,AEar,ItemAuraTrueshot,0,1,0,1,item,other,0,1,0,0,0,"air,ground,friend,self,vuln,invu",0,0,0,0,0,900, - ,0.1,0,1,0,-,-,-,-,-,,BEar,,_, - , - , - , - , - , - , - ,-, - , - ,-,-,-,-,-,-,,,,_, - , - , - , - , - , - , - ,-, - , - ,-,-,-,-,-,-,,,,_, - , - , - , - , - , - , - ,-, - , - ,-,-,-,-,-,-,,,,1
AIae,AOae,ItemAuraEndurance,0,1,0,1,item,other,0,1,0,0,0,"air,ground,friend,self,vuln,invu",0,0,0,0,0,900, - ,0.1,0.05, - ,-,-,-,-,-,-,,BOae,,_, - , - , - , - , - , - , - ,-, - , - ,-,-,-,-,-,-,,,,_, - , - , - , - , - , - , - ,-, - , - ,-,-,-,-,-,-,,,,_, - , - , - , - , - , - , - ,-, - , - ,-,-,-,-,-,-,,,,1
AIau,AUau,ItemAuraUnholy,0,1,0,1,item,other,0,1,0,0,0,"air,ground,friend,self,vuln,invu",0,0,0,0,0,900,-,0.1,0.5,0,-,-,-,-,-,-,,BUau,,_,-,-,-,-,-,-,-,-, - ,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-, - ,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-, - ,-,-,-,-,-,-,-,,,,1
AIuv,Ault,ItemUltravision,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,Bult,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
